individualID,plotID,siteID,taxonID,plntStt,ntrgnPr,crbnPrc,CNratio,extrCAC,extrCBC,extrcCC,lgnnPrc,clllsPr,lfMssPA,dryMssF,geometry,elevation,stemDiameter,height
SOAP.03494,SOAP_031,SOAP,CADE27,OK,0.7,49.14,70.4,2.97,0.88,0.85,15.99,14.64,282,0.562,"list(c(-119.252267673201, -119.252245710973, -119.252214672074, -119.252194913866, -119.252196321115, -119.252233806393, -119.252239252185, -119.252262428143, -119.252270085171, -119.252267673201, 37.0353380347148, 37.0353487122628, 37.035340786464, 37.0353210316037, 37.0353128103538, 37.0353146772275, 37.0353253488609, 37.0353254880868, 37.035322890345, 37.0353380347148))",1109.77,12.2,NA
SOAP.03497,SOAP_031,SOAP,QUCH2,OK,1,48.16,48.1,6.53,1.78,1.86,16.71,25.49,157.1,0.607,"list(c(-119.252268844557, -119.25227187528, -119.252251526223, -119.252260395948, -119.252257379693, -119.252239847176, -119.252229767848, -119.252213844351, -119.252238022963, -119.252236205979, -119.252205167118, -119.25223559137, -119.252268844557, 37.0352483251792, 37.0352667856002, 37.0352796262093, 37.0352853933807, 37.0353012590175, 37.0353025608449, 37.0352957843432, 37.0352894417816, 37.0352777541698, 37.0352701105228, 37.0352621847207, 37.0352463131754, 37.0352483251792))",1109.77,10.9,NA
SOAP.03512,SOAP_031,SOAP,PIPO,OK,1.12,48.69,43.4,5.07,1.48,1.47,19.58,25.66,317.1,0.469,"list(c(-119.252333483631, -119.252333712995, -119.252333180295, -119.252335163542, -119.252334249614, -119.252331200574, -119.25233188749, -119.252331965381, -119.252329145705, -119.252323504784, -119.252320302703, -119.252317023907, -119.252314202272, -119.252313057022, -119.252312674619, -119.252315037135, -119.25232090546, -119.252328146832, -119.252333483631, 37.0352275154093, 37.0352290974923, 37.0352312798595, 37.035234170914, 37.0352361896947, 37.0352367359176, 37.0352386997956, 37.0352426278321, 
37.0352447561378, 37.0352453029213, 37.0352444852695, 37.0352425219521, 37.0352400129728, 37.0352358123856, 37.0352328664283, 37.0352312837847, 37.0352276817998, 37.0352261526567, 37.0352275154093))",1111.11,33.4,NA
SOAP.08290,SOAP_001,SOAP,CEIN3,OK,2.43,45.43,18.7,11.8,2.81,3.06,8.93,11.02,68.9,0.566,"list(c(-119.273515421453, -119.273539202765, -119.273539617509, -119.273511811322, -119.27349065013, -119.273479554722, -119.273490430158, -119.273515421453, 37.0378940061796, 37.0378934203138, 37.0379092853053, 37.037917949488, 37.037918678592, 37.037904115675, 37.037893582896, 37.0378940061796))",1234.72,NA,NA
SOAP.08291,SOAP_001,SOAP,CEIN3,OK,2.22,45.36,20.4,10.02,2.11,2.81,7.74,10.97,66.5,0.502,"list(c(-119.273495387278, -119.273481082953, -119.273474633613, -119.273461515871, -119.273475419866, -119.273489533026, -119.273495387278, 37.0379199748677, 37.0379268311066, 37.0379267614174, 37.0379027522853, 37.0378996461427, 37.0379069243803, 37.0379199748677))",1234.72,NA,NA
SOAP.08297Z,SOAP_001,SOAP,CEMOG,OK,2.14,47.41,22.2,9.04,1.98,2.58,13.44,14.28,128.7,0.545,"list(c(-119.27344039336, -119.273441180527, -119.273459924457, -119.273463946634, -119.273474024121, -119.273474841877, -119.273462259638, -119.27344039336, 37.0379561969229, 37.0379303075926, 37.0379312380342, 37.0379194818906, 37.0379201271306, 37.0379359198557, 37.0379550348761, 37.0379561969229))",1234.72,NA,NA
SOAP.08287,SOAP_011,SOAP,CONU4,OK,1.74,42.73,24.6,14.6,4.55,3.41,5.78,18.31,39.5,0.338,"list(c(-119.262830383903, -119.262834827871, -119.262849534645, -119.262864241414, -119.262866875643, -119.262846527835, -119.262844304433, -119.262833421859, -119.262808227755, -119.262812246758, -119.262830383903, 37.0373307700048, 37.0373483644505, 37.0373389853111, 37.03732960617, 37.0373542682993, 37.0373671105697, 37.0373558614798, 37.0373565858357, 37.0373531318218, 37.0373327945515, 37.0373307700048))",1101.16,NA,NA
SOAP.08286,SOAP_011,SOAP,CONU4,OK,1.43,43.43,30.4,8.78,2.63,2.43,5.4,14.01,53.1,0.396,"list(c(-119.262755415836, -119.262762739914, -119.262758171183, -119.26275268614, -119.262737136632, -119.26271853489, -119.262706031206, -119.26269291665, -119.262689558985, -119.262703888881, -119.262716695864, -119.262719741688, -119.262709672959, -119.262710582863, -119.262717287518, -119.262729485758, -119.262731628087, -119.262737119539, -119.262745048077, -119.262752363603, -119.262755415836, 37.0373733125319, 37.0373831303837, 37.0373922970776, 37.0373988453715, 37.0374025597413, 37.0374012558916, 
37.0373988591296, 37.0373947167664, 37.0373888257478, 37.0373853299653, 37.0373848897455, 37.0373787786171, 37.0373685251269, 37.0373600141804, 37.0373532473057, 37.0373547712667, 37.0373683004313, 37.0373728814847, 37.0373733155909, 37.0373682943147, 37.0373733125319))",1101.16,NA,NA
SOAP.08285,SOAP_011,SOAP,CONU4,Other damage,2.15,42.33,19.7,18.84,5.64,4.16,6.65,21.29,48.2,0.385,"list(c(-119.26276394242, -119.262750832144, -119.262737414293, -119.26272338557, -119.262708745975, -119.262699591427, -119.262694097846, -119.262691650089, -119.262696218824, -119.262707193175, -119.262719387133, -119.262738298554, -119.262757517555, -119.262768805893, -119.26276942532, -119.26276394242, 37.0373532335435, 37.0373565107503, 37.0373552053735, 37.0373521543952, 37.0373473578153, 37.0373360129415, 37.0373277221039, 37.0373133201375, 37.0373041534446, 37.0372984764244, 37.0372925808212, 
37.0373021770365, 37.0373163558316, 37.0373263907366, 37.0373429754663, 37.0373532335435))",1102.56,NA,NA
SOAP.08282,SOAP_004,SOAP,CEIN3,OK,2.86,45.21,15.8,14.94,3.51,3.29,6.24,10.59,70.5,0.432,"list(c(-119.269379179323, -119.269396813211, -119.269401757113, -119.269418182748, -119.26942030877, -119.269376575753, -119.269379179323, 37.0373412463247, 37.0373402306397, 37.0373494595471, 37.03734988656, 37.0373645250026, 37.0373656218134, 37.0373412463247))",1196.68,NA,NA
SOAP.08283,SOAP_004,SOAP,CEIN3,OK,3.24,45.85,14.2,16.48,3.92,3.89,4.97,9.45,65.2,0.468,"list(c(-119.269420581895, -119.269410203327, -119.269408903201, -119.269385223905, -119.269381388951, -119.269376853036, -119.269375231015, -119.26940001842, -119.269398400527, -119.269408477029, -119.26940989465, -119.269418863035, -119.269420581895, 37.0373212564039, 37.0373221974725, 37.0373368370992, 37.037338936585, 37.0373304284359, 37.0373284829185, 37.0373140606428, 37.0373114559769, 37.0373031634049, 37.0373025830123, 37.0373127506219, 37.0373126754105, 37.0373212564039))",1196.68,NA,NA
SOAP.08284,SOAP_004,SOAP,PIPO,OK,1.24,50.52,40.8,10.64,3.67,3.26,15.59,24.68,307,0.424,"list(c(-119.269498987017, -119.269498075452, -119.269489235253, -119.269467279998, -119.269458434788, -119.269448670499, -119.269448359967, -119.269447743909, -119.269441332891, -119.269443158531, -119.269451387677, -119.269459313801, -119.269470593188, -119.26948797807, -119.269495005158, -119.269501113166, -119.269498987017, 37.037442795801, 37.0374475970381, 37.0374519645707, 37.0374521903875, 37.0374491383135, 37.0374397580687, 37.0374314656746, 37.0374223004911, 37.0374113915202, 37.0374054988486, 
37.03739938574, 37.0373961096442, 37.0373913048222, 37.0373965361794, 37.0374166103318, 37.0374303563132, 37.037442795801))",1197.86,NA,NA
SOAP.08280,SOAP_009,SOAP,QUCH2,OK,1.2,48.46,40.2,6.37,1.8,1.85,17.65,23.84,200.8,0.59,"list(c(-119.256650834981, -119.256635925479, -119.256602066538, -119.256595805433, -119.256625629195, -119.256635505161, -119.256638938448, -119.256650834981, 37.0379822728408, 37.0379910743701, 37.0379897847543, 37.0379620948185, 37.0379542991688, 37.03795559475, 37.0379703050011, 37.0379822728408))",1098.44,NA,NA
SOAP.08278,SOAP_009,SOAP,CEMOG,OK,1.96,49.39,25.3,7.48,1.82,2.27,18.22,14.25,130.6,0.494,"list(c(-119.256652779245, -119.256653393043, -119.256635456307, -119.256630021531, -119.256611678774, -119.25660884976, -119.256622348895, -119.256636051035, -119.256652779245, 37.0378360266449, 37.037854920171, 37.037855068863, 37.0378689159646, 37.0378630072392, 37.0378475757015, 37.0378396398831, 37.0378347327705, 37.0378360266449))",1098.44,NA,NA
SOAP.08279,SOAP_009,SOAP,CEMOG,OK,1.98,48.61,24.5,8.55,2.13,2.47,17.8,12.72,131.6,0.502,"list(c(-119.256640537498, -119.256638424965, -119.25662260312, -119.256619676764, -119.256600227564, -119.256607878772, -119.256626018536, -119.256640537498, 37.0379430457893, 37.0379504739814, 37.037948098181, 37.0379397337702, 37.0379380078887, 37.0379231506532, 37.0379260306717, 37.0379430457893))",1098.44,NA,NA
DEJU.00413,DEJU_045,DEJU,PIMA,OK,0.7,50.65,72.2,4.59,0.95,1.15,14.75,17.53,268,0.535,"list(c(-145.743370267577, -145.743368327814, -145.743373318485, -145.74337546541, -145.743380217531, -145.743381699047, -145.74338350072, -145.743384743687, -145.743390267942, -145.743392647125, -145.743394699884, -145.743396627088, -145.743399721921, -145.74340361401, -145.743405108064, -145.743405453318, -145.743404015751, -145.74340171815, -145.743397706775, -145.743394373391, -145.743391265997, -145.743386846591, -145.743383167931, -145.743380355573, -145.743377110064, -145.74337351301, -145.743368534898, 
-145.743365440065, -145.743362345233, -145.743358961634, -145.743356821003, -145.74335767477, -145.743360085367, -145.743364391777, -145.743367486608, -145.743370267577, 63.8810314029908, 63.8810306964359, 63.8810301767953, 63.8810306954299, 63.8810304949393, 63.8810290482675, 63.8810276194449, 63.8810264919232, 63.8810271323596, 63.8810293926815, 63.8810303050057, 63.8810317422495, 63.8810330451206, 63.8810337275404, 63.8810349411654, 63.8810368886224, 63.8810374733753, 63.8810389410393, 63.8810401136877, 
63.8810391299668, 63.8810385577848, 63.8810380454358, 63.8810385052439, 63.8810394122894, 63.8810400957161, 63.8810408925234, 63.8810406814748, 63.881039378603, 63.8810380757312, 63.8810366237801, 63.8810340443074, 63.8810318312479, 63.8810305693541, 63.8810308759343, 63.8810321788061, 63.8810314029908))",508.73,11.4,NA
DEJU.00301,DEJU_045,DEJU,PIMA,OK,0.83,51.78,62.7,4.9,1.02,1.47,16.9,18.24,352.2,0.524,"list(c(-145.742939795559, -145.742934514092, -145.742932175075, -145.742921762995, -145.742911954634, -145.742904787009, -145.742898958646, -145.742894375223, -145.742893111539, -145.742899449302, -145.742905013739, -145.742916783825, -145.742930685244, -145.742939795559, 63.8807130019325, 63.8807147053103, 63.880718370811, 63.880723184472, 63.8807234367389, 63.8807228373168, 63.8807207142863, 63.8807174619584, 63.8807145945107, 63.880712550459, 63.8807096641496, 63.8807073236265, 63.8807082984962, 
63.8807130019325))",509.31,13.5,NA
DEJU.03138,DEJU_014,DEJU,PIMA,OK,0.85,50.5,59.5,4.98,1.1,1.17,15.57,21.58,244.4,0.43,"list(c(-145.747807212719, -145.747799270728, -145.747793919763, -145.747783668473, -145.747772178076, -145.747765250182, -145.747762603062, -145.747764405626, -145.747772911076, -145.747783613004, -145.747792230642, -145.747803157578, -145.747807212719, 63.8310530427797, 63.8310559426064, 63.8310574331575, 63.831059601204, 63.8310607393602, 63.8310585440206, 63.8310551562407, 63.8310519040209, 63.8310447220862, 63.8310417409858, 63.831044153159, 63.8310472971113, 63.8310530427797))",545.04,11.6,7.7
DEJU.01075,DEJU_003,DEJU,ALVI5,OK,2.99,50.24,16.8,18.08,4.5,4.02,15.61,14.46,74,0.541,"list(c(-145.751148288706, -145.75114928327, -145.751127407339, -145.751126247425, -145.751109674754, -145.751103915493, -145.751089580098, -145.751089165387, -145.751127075413, -145.75112898149, -145.751148288706, 63.9308052619372, 63.9308130701428, 63.9308141060555, 63.930820998005, 63.9308220737224, 63.9308120545443, 63.9308114968967, 63.9307954422612, 63.9307955017993, 63.9308040669172, 63.9308052619372))",450.07,NA,1.6
DEJU.01041,DEJU_003,DEJU,ALVI5,OK,2.66,49.39,18.6,12.46,2.99,2.91,19.15,15.41,87.7,0.504,"list(c(-145.750986081846, -145.750986620623, -145.750969467906, -145.750962010393, -145.750947799337, -145.750948254888, -145.75093077073, -145.750929693396, -145.750986081846, 63.9307316625173, 63.9307390922595, 63.9307388134826, 63.9307474583181, 63.9307478766857, 63.9307386542376, 63.9307389730258, 63.9307337144447, 63.9307316625173))",450.2,NA,1.9
DEJU.01041,DEJU_003,DEJU,ALVI5,OK,2.66,49.39,18.6,12.46,2.99,2.91,22.01,16.53,87.7,0.504,"list(c(-145.750986081846, -145.750986620623, -145.750969467906, -145.750962010393, -145.750947799337, -145.750948254888, -145.75093077073, -145.750929693396, -145.750986081846, 63.9307316625173, 63.9307390922595, 63.9307388134826, 63.9307474583181, 63.9307478766857, 63.9307386542376, 63.9307389730258, 63.9307337144447, 63.9307316625173))",450.2,NA,1.9
DEJU.01206,DEJU_003,DEJU,ALVI5,OK,3.65,49.19,13.5,22.76,5.83,5.72,18.75,14.52,83.8,0.582,"list(c(-145.751002035507, -145.750998721317, -145.750946475834, -145.750943326833, -145.750987783125, -145.750986912906, -145.751002035507, 63.9308409176061, 63.9308564942171, 63.9308558769958, 63.9308471525251, 63.9308474112469, 63.9308405790631, 63.9308409176061))",449.89,NA,1.7
DEJU.03952,DEJU_016,DEJU,PIMA,OK,0.78,51.23,65.3,6.37,1.78,1.71,15.78,18.41,289.8,0.481,"list(c(-145.759998879931, -145.759958852018, -145.759959821944, -145.759998506073, -145.759998879931, 63.8579093197315, 63.8579096201506, 63.8579012752278, 63.8579016014882, 63.8579093197315))",575.14,16.9,7.4
DEJU.03403,DEJU_016,DEJU,PIMA,OK,0.8,51.07,63.9,7.84,2,2.01,15.46,19.22,285.9,0.506,"list(c(-145.759883869889, -145.759885459062, -145.759882952783, -145.759876996642, -145.759871099764, -145.759866740783, -145.75986420004, -145.759863171556, -145.759864879255, -145.759867394359, -145.759868668724, -145.759871982407, -145.759875143099, -145.759880045955, -145.759883869889, 63.8578750334761, 63.8578766530491, 63.8578779544036, 63.8578780728933, 63.8578770238887, 63.857875970499, 63.8578746581585, 63.8578725294541, 63.8578718140393, 63.8578723144007, 63.8578715748448, 63.8578714892666, 
63.8578711249817, 63.8578726589764, 63.8578750334761))",574.39,10.9,4.8
DEJU.03949,DEJU_016,DEJU,PIMA,OK,0.74,49.86,67.3,6.26,1.56,1.57,16.19,17.33,362.4,0.568,"list(c(-145.759834251288, -145.759794450801, -145.759794862604, -145.759833815325, -145.759834251288, 63.8579612373526, 63.8579617267053, 63.8579537896003, 63.857953031742, 63.8579612373526))",573.69,11,5.8
DEJU.03374,DEJU_009,DEJU,PIMA,OK,0.78,50.52,65,5.2,1.41,1.15,13.85,18.35,250.4,0.53,"list(c(-145.760603293796, -145.760577948358, -145.760572902341, -145.76058972902, -145.760603870723, -145.760603293796, 63.8533500379148, 63.8533490248513, 63.8533413472858, 63.8533361548894, 63.8533418031051, 63.8533500379148))",567.41,NA,NA
DEJU.03328,DEJU_009,DEJU,PIMA,OK,0.74,51.54,69.9,5.48,1.53,1.29,15.96,20.84,305.6,0.557,"list(c(-145.760473769871, -145.760476467488, -145.760469931474, -145.760465365228, -145.760457889151, -145.760453983327, -145.760448365161, -145.76044114651, -145.760437117333, -145.760433994509, -145.760433009239, -145.760435135298, -145.760441223107, -145.760449034752, -145.760456063398, -145.76046010407, -145.760471698964, -145.760475873711, -145.760477284197, -145.760473769871, 63.8534001042895, 63.8534033393902, 63.8534028565615, 63.8534026021327, 63.853402422861, 63.8534030357511, 63.85340355323, 
63.853403506947, 63.8534022146302, 63.8533995490651, 63.8533964093746, 63.8533935616923, 63.8533898669451, 63.8533886411657, 63.8533906938406, 63.8533943597138, 63.8533966668169, 63.8533985604728, 63.8534011306263, 63.8534001042895))",567.18,NA,NA
DEJU.03231,DEJU_014,DEJU,PIGL,OK,0.72,49.94,69.1,3.58,0.85,0.94,14.25,17,272.7,0.517,"list(c(-145.747558237614, -145.747553675089, -145.747539311892, -145.747535200011, -145.747527426894, -145.747516218213, -145.747499320742, -145.747484394761, -145.747480283591, -145.747485127863, -145.747499547127, -145.747514360969, -145.74751751549, -145.747528836999, -145.74753976393, -145.747538749804, -145.747548437637, -145.747558913927, -145.747558237614, 63.8311222245506, 63.8311255580439, 63.8311302465179, 63.8311327669557, 63.8311369947762, 63.8311359918616, 63.8311338234879, 63.8311297308937, 
63.8311191881535, 63.831113713606, 63.8311138221955, 63.8311083206705, 63.8311026292858, 63.8311001631429, 63.8311033071121, 63.8311084022792, 63.8311105163563, 63.83111447338, 63.8311222245506))",544.33,35.8,12.8
DEJU.03236,DEJU_014,DEJU,PIMA,OK,0.72,50.17,69.9,5.47,1.45,1.19,15.56,21.52,238.6,0.481,"list(c(-145.747643905005, -145.747637709145, -145.747631654152, -145.747624895153, -145.747620727193, -145.747620558286, -145.747621065345, -145.74762447322, -145.747629429974, -145.747635879195, -145.747641117352, -145.747646524417, -145.747646186267, -145.747643905005, 63.8311880835324, 63.8311894656636, 63.8311897772654, 63.8311889099194, 63.8311866332976, 63.8311853052951, 63.8311827577087, 63.83117905832, 63.8311766462968, 63.8311772561694, 63.8311792346808, 63.8311825411945, 63.8311864167833, 
63.8311880835324))",544.33,19.3,9.4
DEJU.03236,DEJU_014,DEJU,PIMA,OK,0.72,50.6,70.4,5.47,1.45,1.19,15.56,21.52,238.6,0.481,"list(c(-145.747643905005, -145.747637709145, -145.747631654152, -145.747624895153, -145.747620727193, -145.747620558286, -145.747621065345, -145.74762447322, -145.747629429974, -145.747635879195, -145.747641117352, -145.747646524417, -145.747646186267, -145.747643905005, 63.8311880835324, 63.8311894656636, 63.8311897772654, 63.8311889099194, 63.8311866332976, 63.8311853052951, 63.8311827577087, 63.83117905832, 63.8311766462968, 63.8311772561694, 63.8311792346808, 63.8311825411945, 63.8311864167833, 
63.8311880835324))",544.33,19.3,9.4
DEJU.03620,DEJU_006,DEJU,PIGL,OK,0.8,51.26,64.2,4.84,1.12,1.16,17.75,18.85,247.8,0.496,"list(c(-145.748211456297, -145.748171119955, -145.748153680071, -145.748158061207, -145.748182692882, -145.748211456297, 63.8352323556235, 63.835247626863, 63.8352383603386, 63.8352280600012, 63.8352171633032, 63.8352323556235))",544.83,19.9,9.1
DEJU.03622,DEJU_006,DEJU,PIGL,OK,0.83,51.52,62.4,5.72,1.57,1.26,14.85,19.36,268,0.561,"list(c(-145.747974653411, -145.747910264335, -145.747888361019, -145.747871004445, -145.74790836539, -145.747973745078, -145.747974653411, 63.8351348776548, 63.8351528131492, 63.835146807686, 63.835125411378, 63.8351059246024, 63.8351149530056, 63.8351348776548))",544.83,NA,NA
DEJU.03563,DEJU_017,DEJU,PIMA,OK,0.71,50.97,72.3,3.7,0.88,1.05,16.42,21.49,296.6,0.5,"list(c(-145.780660889064, -145.780661475711, -145.780637277719, -145.780618406858, -145.78061538113, -145.78063088919, -145.780660889064, 63.883381189346, 63.8833921345675, 63.883403421958, 63.8833990865682, 63.8833913457164, 63.8833789452506, 63.883381189346))",513.85,12.9,3.7
DEJU.03621,DEJU_006,DEJU,PIGL,OK,0.76,51.26,67.5,4.09,1.04,1.07,14.97,17.93,261,0.558,"list(c(-145.748005238839, -145.748000514375, -145.747993278849, -145.747988514631, -145.747984875274, -145.747984644609, -145.747984152605, -145.747978355546, -145.747972392605, -145.747960257655, -145.747956535357, -145.747958858938, -145.74795876348, -145.747952831213, -145.747949579327, -145.747947068271, -145.747946383154, -145.747948396568, -145.747953975475, -145.747959711185, -145.747966959224, -145.747973976596, -145.74798150413, -145.747987175055, -145.747990657608, -145.747994014031, -145.747997056848, 
-145.74799713979, -145.747999140688, -145.748004863885, -145.748006698901, -145.748005238839, 63.8352181914912, 63.8352199186569, 63.8352186295699, 63.8352171466823, 63.8352177176964, 63.835219806495, 63.8352229868446, 63.8352224417976, 63.8352203388756, 63.8352170062715, 63.8352167983475, 63.8352194722837, 63.8352221217095, 63.8352210160343, 63.8352188433183, 63.8352158270649, 63.8352108111232, 63.8352091537521, 63.8352083592357, 63.8352069097885, 63.835204770514, 63.8352047200377, 63.8352059148223, 
63.8352081120474, 63.835208195964, 63.8352099320586, 63.8352129780144, 63.8352137569517, 63.8352155279431, 63.8352175068573, 63.8352177199738, 63.8352181914912))",544.83,11.8,5.9
